quote_date,expiration,strike,option_type,bid,ask,last
2020-04-24,2020-05-24,2555.0,call,286.9795,292.7771,289.8783
2020-04-24,2020-05-24,2695.0,call,161.5776,164.8418,163.2097
2020-04-24,2020-05-24,2835.0,call,68.5184,69.9026,69.2105
2020-04-24,2020-05-24,2980.0,call,19.2321,19.6206,19.4263
2020-04-24,2020-05-24,3120.0,call,3.7587,3.8347,3.7967
2020-04-27,2020-05-27,2590.0,call,293.6816,299.6145,296.6481
2020-04-27,2020-05-27,2735.0,call,163.6759,166.9825,165.3292
2020-04-27,2020-05-27,2880.0,call,67.8847,69.2561,68.5704
2020-04-27,2020-05-27,3020.0,call,20.2831,20.6929,20.488
2020-04-27,2020-05-27,3165.0,call,3.859,3.9369,3.898
2020-04-28,2020-05-28,2575.0,call,293.5026,299.432,296.4673
2020-04-28,2020-05-28,2720.0,call,163.3529,166.6529,165.0029
2020-04-28,2020-05-28,2865.0,call,67.4802,68.8435,68.1619
2020-04-28,2020-05-28,3005.0,call,20.0087,20.4129,20.2108
2020-04-28,2020-05-28,3150.0,call,3.7602,3.8362,3.7982
2020-04-29,2020-05-29,2645.0,call,299.8256,305.8827,302.8542
2020-04-29,2020-05-29,2795.0,call,165.5248,168.8687,167.1968
2020-04-29,2020-05-29,2940.0,call,69.8519,71.2631,70.5575
2020-04-29,2020-05-29,3085.0,call,20.5174,20.9319,20.7246
2020-04-29,2020-05-29,3235.0,call,3.799,3.8758,3.8374
2020-04-30,2020-05-30,2620.0,call,297.6691,303.6826,300.6758
2020-04-30,2020-05-30,2765.0,call,167.4336,170.8161,169.1248
2020-04-30,2020-05-30,2910.0,call,70.6712,72.0989,71.3851
2020-04-30,2020-05-30,3060.0,call,19.6496,20.0466,19.8481
2020-04-30,2020-05-30,3205.0,call,3.7736,3.8498,3.8117
2020-05-01,2020-05-31,2550.0,call,285.9578,291.7347,288.8463
2020-05-01,2020-05-31,2690.0,call,160.6457,163.8911,162.2684
2020-05-01,2020-05-31,2830.0,call,67.8571,69.228,68.5425
2020-05-01,2020-05-31,2970.0,call,19.9225,20.3249,20.1237
2020-05-01,2020-05-31,3115.0,call,3.6711,3.7453,3.7082
2020-05-04,2020-06-03,2560.0,call,287.9725,293.7901,290.8813
2020-05-04,2020-06-03,2700.0,call,162.4855,165.7681,164.1268
2020-05-04,2020-06-03,2845.0,call,66.6662,68.013,67.3396
2020-05-04,2020-06-03,2985.0,call,19.5302,19.9247,19.7275
2020-05-04,2020-06-03,3125.0,call,3.8462,3.9239,3.885
2020-05-05,2020-06-04,2580.0,call,293.5814,299.5124,296.5469
2020-05-05,2020-06-04,2725.0,call,163.477,166.7795,165.1283
2020-05-05,2020-06-04,2870.0,call,67.6254,68.9916,68.3085
2020-05-05,2020-06-04,3010.0,call,20.1044,20.5106,20.3075
2020-05-05,2020-06-04,3155.0,call,3.7941,3.8708,3.8324
2020-05-06,2020-06-05,2565.0,call,288.6578,294.4892,291.5735
2020-05-06,2020-06-05,2705.0,call,163.1298,166.4253,164.7776
2020-05-06,2020-06-05,2850.0,call,67.1381,68.4945,67.8163
2020-05-06,2020-06-05,2990.0,call,19.7615,20.1607,19.9611
2020-05-06,2020-06-05,3135.0,call,3.6695,3.7436,3.7065
2020-05-07,2020-06-06,2595.0,call,291.51,297.3991,294.4546
2020-05-07,2020-06-06,2735.0,call,165.9146,169.2664,167.5905
2020-05-07,2020-06-06,2880.0,call,69.3017,70.7017,70.0017
2020-05-07,2020-06-06,3025.0,call,19.8688,20.2702,20.0695
2020-05-07,2020-06-06,3170.0,call,3.7632,3.8393,3.8012
2020-05-08,2020-06-07,2635.0,call,300.0432,306.1047,303.0739
2020-05-08,2020-06-07,2785.0,call,165.5956,168.941,167.2683
2020-05-08,2020-06-07,2930.0,call,69.765,71.1744,70.4697
2020-05-08,2020-06-07,3075.0,call,20.4113,20.8237,20.6175
2020-05-08,2020-06-07,3225.0,call,3.7536,3.8294,3.7915
2020-05-11,2020-06-10,2635.0,call,300.4188,306.4878,303.4533
2020-05-11,2020-06-10,2785.0,call,165.9163,169.2682,167.5923
2020-05-11,2020-06-10,2930.0,call,69.9691,71.3826,70.6758
2020-05-11,2020-06-10,3075.0,call,20.4964,20.9104,20.7034
2020-05-11,2020-06-10,3225.0,call,3.7746,3.8509,3.8128
2020-05-12,2020-06-11,2585.0,call,290.4183,296.2853,293.3518
2020-05-12,2020-06-11,2725.0,call,164.8648,168.1954,166.5301
2020-05-12,2020-06-11,2870.0,call,68.5016,69.8855,69.1936
2020-05-12,2020-06-11,3015.0,call,19.4713,19.8647,19.668
2020-05-12,2020-06-11,3155.0,call,3.8881,3.9667,3.9274
2020-05-13,2020-06-12,2540.0,call,285.2121,290.9739,288.093
2020-05-13,2020-06-12,2680.0,call,159.8946,163.1248,161.5097
2020-05-13,2020-06-12,2820.0,call,67.2465,68.605,67.9258
2020-05-13,2020-06-12,2960.0,call,19.5979,19.9938,19.7958
2020-05-13,2020-06-12,3100.0,call,3.8155,3.8926,3.854
2020-05-14,2020-06-13,2565.0,call,292.5843,298.4951,295.5397
2020-05-14,2020-06-13,2710.0,call,162.453,165.7349,164.094
2020-05-14,2020-06-13,2850.0,call,69.2776,70.6772,69.9774
2020-05-14,2020-06-13,2995.0,call,19.6466,20.0435,19.8451
2020-05-14,2020-06-13,3140.0,call,3.6503,3.724,3.6872
2020-05-15,2020-06-14,2575.0,call,293.8012,299.7366,296.7689
2020-05-15,2020-06-14,2720.0,call,163.6088,166.914,165.2614
2020-05-15,2020-06-14,2865.0,call,67.6414,69.0079,68.3246
2020-05-15,2020-06-14,3005.0,call,20.0765,20.4821,20.2793
2020-05-15,2020-06-14,3150.0,call,3.7774,3.8537,3.8155
2020-05-18,2020-06-17,2660.0,call,299.342,305.3894,302.3657
2020-05-18,2020-06-17,2805.0,call,169.3158,172.7363,171.0261
2020-05-18,2020-06-17,2955.0,call,69.8968,71.3088,70.6028
2020-05-18,2020-06-17,3100.0,call,20.6406,21.0576,20.8491
2020-05-18,2020-06-17,3250.0,call,3.8587,3.9366,3.8977
2020-05-19,2020-06-18,2630.0,call,298.2217,304.2464,301.2341
2020-05-19,2020-06-18,2775.0,call,168.0199,171.4143,169.7171
2020-05-19,2020-06-18,2925.0,call,68.6774,70.0648,69.3711
2020-05-19,2020-06-18,3070.0,call,19.9254,20.328,20.1267
2020-05-19,2020-06-18,3215.0,call,3.8635,3.9415,3.9025
2020-05-20,2020-06-19,2675.0,call,302.0328,308.1345,305.0837
2020-05-20,2020-06-19,2825.0,call,167.7523,171.1412,169.4468
2020-05-20,2020-06-19,2970.0,call,71.6689,73.1168,72.3929
2020-05-20,2020-06-19,3120.0,call,20.479,20.8927,20.6859
2020-05-20,2020-06-19,3270.0,call,3.8563,3.9342,3.8953
2020-05-21,2020-06-20,2655.0,call,298.926,304.9649,301.9454
2020-05-21,2020-06-20,2800.0,call,168.9028,172.315,170.6089
2020-05-21,2020-06-20,2950.0,call,69.5694,70.9749,70.2722
2020-05-21,2020-06-20,3095.0,call,20.4689,20.8824,20.6756
2020-05-21,2020-06-20,3245.0,call,3.8061,3.883,3.8445
2020-05-22,2020-06-21,2660.0,call,300.8233,306.9006,303.8619
2020-05-22,2020-06-21,2810.0,call,166.5482,169.9128,168.2305
2020-05-22,2020-06-21,2955.0,call,70.7015,72.1298,71.4156
2020-05-22,2020-06-21,3105.0,call,19.979,20.3826,20.1808
2020-05-22,2020-06-21,3250.0,call,3.9439,4.0235,3.9837
2020-05-26,2020-06-25,2695.0,call,302.3124,308.4197,305.3661
2020-05-26,2020-06-25,2840.0,call,172.2575,175.7374,173.9974
2020-05-26,2020-06-25,2990.0,call,72.2302,73.6894,72.9598
2020-05-26,2020-06-25,3140.0,call,20.8513,21.2726,21.0619
2020-05-26,2020-06-25,3290.0,call,3.9893,4.0699,4.0296
2020-05-27,2020-06-26,2735.0,call,306.7564,312.9535,309.855
2020-05-27,2020-06-26,2885.0,call,172.4721,175.9564,174.2142
2020-05-27,2020-06-26,3035.0,call,72.9662,74.4403,73.7032
2020-05-27,2020-06-26,3190.0,call,20.4779,20.8916,20.6847
2020-05-27,2020-06-26,3340.0,call,3.9886,4.0692,4.0289
2020-05-28,2020-06-27,2725.0,call,310.1574,316.4232,313.2903
2020-05-28,2020-06-27,2880.0,call,171.2366,174.6959,172.9663
2020-05-28,2020-06-27,3030.0,call,72.113,73.5699,72.8414
2020-05-28,2020-06-27,3180.0,call,21.0839,21.5098,21.2969
2020-05-28,2020-06-27,3335.0,call,3.8815,3.9599,3.9207
2020-05-29,2020-06-28,2740.0,call,309.8459,316.1054,312.9757
2020-05-29,2020-06-28,2890.0,call,175.1809,178.7199,176.9504
2020-05-29,2020-06-28,3045.0,call,72.2514,73.711,72.9812
2020-05-29,2020-06-28,3195.0,call,21.2463,21.6755,21.4609
2020-05-29,2020-06-28,3350.0,call,3.9506,4.0305,3.9906
2020-06-01,2020-07-01,2750.0,call,311.2744,317.5628,314.4186
2020-06-01,2020-07-01,2905.0,call,172.4767,175.9611,174.2189
2020-06-01,2020-07-01,3055.0,call,73.233,74.7124,73.9727
2020-06-01,2020-07-01,3210.0,call,20.7264,21.1452,20.9358
2020-06-01,2020-07-01,3360.0,call,4.0913,4.1739,4.1326
2020-06-02,2020-07-02,2775.0,call,311.5176,317.8109,314.6643
2020-06-02,2020-07-02,2925.0,call,177.0055,180.5813,178.7934
2020-06-02,2020-07-02,3080.0,call,73.8764,75.3688,74.6226
2020-06-02,2020-07-02,3235.0,call,21.1647,21.5923,21.3785
2020-06-02,2020-07-02,3390.0,call,4.0066,4.0875,4.047
2020-06-03,2020-07-03,2810.0,call,318.5177,324.9524,321.735
2020-06-03,2020-07-03,2965.0,call,179.3591,182.9826,181.1709
2020-06-03,2020-07-03,3125.0,call,73.41,74.8931,74.1516
2020-06-03,2020-07-03,3280.0,call,21.2862,21.7162,21.5012
2020-06-03,2020-07-03,3435.0,call,4.1232,4.2065,4.1648
2020-06-04,2020-07-04,2800.0,call,317.9554,324.3787,321.167
2020-06-04,2020-07-04,2955.0,call,178.7645,182.3759,180.5702
2020-06-04,2020-07-04,3110.0,call,75.3977,76.9209,76.1593
2020-06-04,2020-07-04,3270.0,call,21.0082,21.4326,21.2204
2020-06-04,2020-07-04,3425.0,call,4.0328,4.1142,4.0735
2020-06-05,2020-07-05,2875.0,call,324.7528,331.3135,328.0331
2020-06-05,2020-07-05,3035.0,call,181.3919,185.0564,183.2242
2020-06-05,2020-07-05,3195.0,call,75.6302,77.1581,76.3941
2020-06-05,2020-07-05,3355.0,call,21.6987,22.137,21.9178
2020-06-05,2020-07-05,3515.0,call,4.1276,4.211,4.1693
2020-06-08,2020-07-08,2910.0,call,328.2998,334.9321,331.6159
2020-06-08,2020-07-08,3070.0,call,184.8258,188.5597,186.6928
2020-06-08,2020-07-08,3230.0,call,78.2802,79.8616,79.0709
2020-06-08,2020-07-08,3395.0,call,22.0387,22.4839,22.2613
2020-06-08,2020-07-08,3555.0,call,4.2907,4.3774,4.3341
2020-06-09,2020-07-09,2885.0,call,327.9426,334.5677,331.2551
2020-06-09,2020-07-09,3045.0,call,184.2402,187.9623,186.1013
2020-06-09,2020-07-09,3205.0,call,77.5732,79.1403,78.3567
2020-06-09,2020-07-09,3370.0,call,21.5766,22.0125,21.7945
2020-06-09,2020-07-09,3530.0,call,4.1247,4.208,4.1663
2020-06-10,2020-07-10,2870.0,call,325.8862,332.4698,329.178
2020-06-10,2020-07-10,3030.0,call,182.3069,185.9898,184.1484
2020-06-10,2020-07-10,3190.0,call,76.1429,77.6812,76.912
2020-06-10,2020-07-10,3350.0,call,21.8742,22.3161,22.0952
2020-06-10,2020-07-10,3510.0,call,4.1628,4.2469,4.2049
2020-06-11,2020-07-11,2700.0,call,307.4715,313.683,310.5773
2020-06-11,2020-07-11,2850.0,call,172.6948,176.1836,174.4392
2020-06-11,2020-07-11,3000.0,call,72.6428,74.1103,73.3765
2020-06-11,2020-07-11,3150.0,call,21.093,21.5191,21.3061
2020-06-11,2020-07-11,3300.0,call,4.071,4.1532,4.1121
2020-06-12,2020-07-12,2735.0,call,311.7403,318.038,314.8892
2020-06-12,2020-07-12,2890.0,call,172.7035,176.1925,174.448
2020-06-12,2020-07-12,3040.0,call,73.1801,74.6585,73.9193
2020-06-12,2020-07-12,3195.0,call,20.5996,21.0157,20.8076
2020-06-12,2020-07-12,3345.0,call,4.0296,4.1111,4.0703
2020-06-15,2020-07-15,2760.0,call,312.1641,318.4704,315.3173
2020-06-15,2020-07-15,2915.0,call,173.3508,176.8528,175.1018
2020-06-15,2020-07-15,3065.0,call,73.9237,75.4171,74.6704
2020-06-15,2020-07-15,3220.0,call,21.0785,21.5043,21.2914
2020-06-15,2020-07-15,3375.0,call,3.9563,4.0362,3.9962
2020-06-16,2020-07-16,2810.0,call,320.3181,326.7891,323.5536
2020-06-16,2020-07-16,2970.0,call,176.8599,180.4328,178.6464
2020-06-16,2020-07-16,3125.0,call,74.3837,75.8864,75.135
2020-06-16,2020-07-16,3280.0,call,21.6894,22.1276,21.9085
2020-06-16,2020-07-16,3435.0,call,4.2277,4.3131,4.2704
2020-06-17,2020-07-17,2800.0,call,319.053,325.4985,322.2758
2020-06-17,2020-07-17,2960.0,call,175.6651,179.2139,177.4395
2020-06-17,2020-07-17,3115.0,call,73.4935,74.9783,74.2359
2020-06-17,2020-07-17,3270.0,call,21.2515,21.6808,21.4661
2020-06-17,2020-07-17,3425.0,call,4.0952,4.178,4.1366
2020-06-18,2020-07-18,2805.0,call,316.0525,322.4374,319.2449
2020-06-18,2020-07-18,2960.0,call,177.1874,180.767,178.9772
2020-06-18,2020-07-18,3115.0,call,74.4592,75.9634,75.2113
2020-06-18,2020-07-18,3270.0,call,21.6508,22.0882,21.8695
2020-06-18,2020-07-18,3425.0,call,4.1983,4.2831,4.2407
2020-06-19,2020-07-19,2790.0,call,313.4581,319.7906,316.6243
2020-06-19,2020-07-19,2945.0,call,174.7978,178.3291,176.5634
2020-06-19,2020-07-19,3100.0,call,72.7465,74.2162,73.4814
2020-06-19,2020-07-19,3255.0,call,20.8411,21.2621,21.0516
2020-06-19,2020-07-19,3410.0,call,3.9621,4.0421,4.0021
2020-06-22,2020-07-22,2805.0,call,318.4772,324.911,321.6941
2020-06-22,2020-07-22,2960.0,call,179.2687,182.8903,181.0795
2020-06-22,2020-07-22,3120.0,call,73.2856,74.7662,74.0259
2020-06-22,2020-07-22,3275.0,call,21.2003,21.6286,21.4145
2020-06-22,2020-07-22,3430.0,call,4.0915,4.1742,4.1329
2020-06-23,2020-07-23,2820.0,call,317.0603,323.4655,320.2629
2020-06-23,2020-07-23,2975.0,call,178.2195,181.8199,180.0197
2020-06-23,2020-07-23,3130.0,call,75.3157,76.8372,76.0765
2020-06-23,2020-07-23,3290.0,call,21.1163,21.5429,21.3296
2020-06-23,2020-07-23,3445.0,call,4.0982,4.181,4.1396
2020-06-24,2020-07-24,2745.0,call,310.8584,317.1384,313.9984
2020-06-24,2020-07-24,2900.0,call,172.0643,175.5404,173.8024
2020-06-24,2020-07-24,3050.0,call,72.904,74.3768,73.6404
2020-06-24,2020-07-24,3205.0,call,20.5579,20.9732,20.7656
2020-06-24,2020-07-24,3355.0,call,4.0377,4.1193,4.0785
2020-06-25,2020-07-25,2775.0,call,314.3454,320.6958,317.5206
2020-06-25,2020-07-25,2930.0,call,175.387,178.9302,177.1586
2020-06-25,2020-07-25,3085.0,call,72.9186,74.3917,73.6552
2020-06-25,2020-07-25,3240.0,call,20.8077,21.2281,21.0179
2020-06-25,2020-07-25,3390.0,call,4.1698,4.254,4.2119
2020-06-26,2020-07-26,2710.0,call,304.599,310.7525,307.6757
2020-06-26,2020-07-26,2860.0,call,170.3434,173.7846,172.064
2020-06-26,2020-07-26,3010.0,call,71.2812,72.7213,72.0012
2020-06-26,2020-07-26,3160.0,call,20.5999,21.0161,20.808
2020-06-26,2020-07-26,3310.0,call,3.9633,4.0433,4.0033
2020-06-29,2020-07-29,2750.0,call,308.8795,315.1195,311.9995
2020-06-29,2020-07-29,2900.0,call,174.4609,177.9854,176.2232
2020-06-29,2020-07-29,3055.0,call,71.9329,73.3861,72.6595
2020-06-29,2020-07-29,3205.0,call,21.1826,21.6105,21.3965
2020-06-29,2020-07-29,3360.0,call,3.9539,4.0337,3.9938
2020-06-30,2020-07-30,2790.0,call,315.9108,322.2928,319.1018
2020-06-30,2020-07-30,2945.0,call,176.8975,180.4712,178.6843
2020-06-30,2020-07-30,3100.0,call,74.0753,75.5718,74.8236
2020-06-30,2020-07-30,3255.0,call,21.3869,21.8189,21.6029
2020-06-30,2020-07-30,3410.0,call,4.1014,4.1842,4.1428
2020-07-01,2020-07-31,2805.0,call,316.5526,322.9476,319.7501
2020-07-01,2020-07-31,2960.0,call,177.6162,181.2044,179.4103
2020-07-01,2020-07-31,3115.0,call,74.732,76.2417,75.4869
2020-07-01,2020-07-31,3270.0,call,21.7641,22.2037,21.9839
2020-07-01,2020-07-31,3425.0,call,4.2277,4.3131,4.2704
2020-07-02,2020-08-01,2815.0,call,320.6087,327.0856,323.8472
2020-07-02,2020-08-01,2975.0,call,177.1655,180.7446,178.955
2020-07-02,2020-08-01,3130.0,call,74.6441,76.1521,75.3981
2020-07-02,2020-08-01,3285.0,call,21.8327,22.2738,22.0533
2020-07-02,2020-08-01,3445.0,call,4.0284,4.1098,4.0691
2020-07-06,2020-08-05,2860.0,call,325.4203,331.9944,328.7074
2020-07-06,2020-08-05,3020.0,call,181.7948,185.4674,183.6311
2020-07-06,2020-08-05,3180.0,call,75.6847,77.2137,76.4492
2020-07-06,2020-08-05,3340.0,call,21.6166,22.0533,21.8349
2020-07-06,2020-08-05,3500.0,call,4.0786,4.161,4.1198
2020-07-07,2020-08-06,2830.0,call,320.9995,327.4844,324.2419
2020-07-07,2020-08-06,2990.0,call,177.671,181.2603,179.4656
2020-07-07,2020-08-06,3145.0,call,75.1641,76.6826,75.9233
2020-07-07,2020-08-06,3305.0,call,21.1603,21.5878,21.3741
2020-07-07,2020-08-06,3460.0,call,4.1378,4.2214,4.1796
2020-07-08,2020-08-07,2855.0,call,320.7901,327.2707,324.0304
2020-07-08,2020-08-07,3010.0,call,181.8117,185.4846,183.6481
2020-07-08,2020-08-07,3170.0,call,75.5613,77.0878,76.3246
2020-07-08,2020-08-07,3330.0,call,21.4964,21.9307,21.7135
2020-07-08,2020-08-07,3485.0,call,4.2732,4.3596,4.3164
2020-07-09,2020-08-08,2835.0,call,322.6958,329.2149,325.9554
2020-07-09,2020-08-08,2995.0,call,179.1781,182.7978,180.988
2020-07-09,2020-08-08,3150.0,call,76.1931,77.7323,76.9627
2020-07-09,2020-08-08,3310.0,call,21.6133,22.0499,21.8316
2020-07-09,2020-08-08,3465.0,call,4.2657,4.3519,4.3088
2020-07-10,2020-08-09,2865.0,call,325.7591,332.3401,329.0496
2020-07-10,2020-08-09,3025.0,call,182.1417,185.8213,183.9815
2020-07-10,2020-08-09,3185.0,call,75.9713,77.5061,76.7387
2020-07-10,2020-08-09,3345.0,call,21.7688,22.2086,21.9887
2020-07-10,2020-08-09,3505.0,call,4.1266,4.2099,4.1683
2020-07-13,2020-08-12,2840.0,call,320.9654,327.4495,324.2074
2020-07-13,2020-08-12,2995.0,call,181.797,185.4696,183.6333
2020-07-13,2020-08-12,3155.0,call,75.3502,76.8724,76.1113
2020-07-13,2020-08-12,3315.0,call,21.3057,21.7361,21.5209
2020-07-13,2020-08-12,3470.0,call,4.1946,4.2793,4.237
2020-07-14,2020-08-13,2880.0,call,323.4282,329.9621,326.6952
2020-07-14,2020-08-13,3040.0,call,180.3156,183.9583,182.137
2020-07-14,2020-08-13,3200.0,call,75.017,76.5325,75.7747
2020-07-14,2020-08-13,3355.0,call,22.4756,22.9297,22.7027
2020-07-14,2020-08-13,3515.0,call,4.3265,4.4139,4.3702
2020-07-15,2020-08-14,2905.0,call,327.4702,334.0857,330.7779
2020-07-15,2020-08-14,3065.0,call,184.058,187.7763,185.9172
2020-07-15,2020-08-14,3225.0,call,77.7232,79.2933,78.5082
2020-07-15,2020-08-14,3390.0,call,21.7781,22.2181,21.9981
2020-07-15,2020-08-14,3550.0,call,4.2138,4.299,4.2564
2020-07-16,2020-08-15,2895.0,call,326.4553,333.0504,329.7529
2020-07-16,2020-08-15,3055.0,call,183.0757,186.7742,184.9249
2020-07-16,2020-08-15,3215.0,call,76.9644,78.5192,77.7418
2020-07-16,2020-08-15,3375.0,call,22.3887,22.841,22.6148
2020-07-16,2020-08-15,3535.0,call,4.343,4.4307,4.3869
2020-07-17,2020-08-16,2900.0,call,330.4901,337.1666,333.8283
2020-07-17,2020-08-16,3065.0,call,182.5503,186.2382,184.3942
2020-07-17,2020-08-16,3225.0,call,76.7631,78.3138,77.5384
2020-07-17,2020-08-16,3385.0,call,22.3751,22.8271,22.6011
2020-07-17,2020-08-16,3545.0,call,4.3589,4.4469,4.4029
2020-07-20,2020-08-19,2925.0,call,332.6753,339.396,336.0356
2020-07-20,2020-08-19,3090.0,call,184.7037,188.4351,186.5694
2020-07-20,2020-08-19,3250.0,call,78.4668,80.052,79.2594
2020-07-20,2020-08-19,3415.0,call,22.256,22.7057,22.4809
2020-07-20,2020-08-19,3575.0,call,4.3856,4.4742,4.4299
2020-07-21,2020-08-20,2930.0,call,333.1489,339.8792,336.5141
2020-07-21,2020-08-20,3095.0,call,185.1658,188.9065,187.0362
2020-07-21,2020-08-20,3255.0,call,78.8288,80.4213,79.625
2020-07-21,2020-08-20,3420.0,call,22.4391,22.8924,22.6658
2020-07-21,2020-08-20,3585.0,call,4.197,4.2818,4.2394
2020-07-22,2020-08-21,2950.0,call,332.0417,338.7496,335.3956
2020-07-22,2020-08-21,3110.0,call,188.486,192.2938,190.3899
2020-07-22,2020-08-21,3275.0,call,78.6314,80.2199,79.4257
2020-07-22,2020-08-21,3440.0,call,22.4995,22.954,22.7268
2020-07-22,2020-08-21,3605.0,call,4.2502,4.3361,4.2932
2020-07-23,2020-08-22,2910.0,call,331.4469,338.1428,334.7949
2020-07-23,2020-08-22,3075.0,call,183.4823,187.1891,185.3357
2020-07-23,2020-08-22,3235.0,call,77.4885,79.054,78.2713
2020-07-23,2020-08-22,3395.0,call,22.7475,23.207,22.9772
2020-07-23,2020-08-22,3560.0,call,4.2263,4.3117,4.269
2020-07-24,2020-08-23,2895.0,call,326.5131,333.1093,329.8112
2020-07-24,2020-08-23,3055.0,call,183.1251,186.8246,184.9749
2020-07-24,2020-08-23,3215.0,call,76.9959,78.5514,77.7736
2020-07-24,2020-08-23,3375.0,call,22.4017,22.8543,22.628
2020-07-24,2020-08-23,3535.0,call,4.3464,4.4342,4.3903
2020-07-27,2020-08-26,2915.0,call,330.2744,336.9466,333.6105
2020-07-27,2020-08-26,3075.0,call,186.5787,190.348,188.4633
2020-07-27,2020-08-26,3240.0,call,76.9536,78.5082,77.7309
2020-07-27,2020-08-26,3400.0,call,22.5591,23.0148,22.787
2020-07-27,2020-08-26,3565.0,call,4.1889,4.2735,4.2312
2020-07-28,2020-08-27,2895.0,call,329.2172,335.868,332.5426
2020-07-28,2020-08-27,3060.0,call,181.4063,185.0711,183.2387
2020-07-28,2020-08-27,3220.0,call,75.9713,77.5061,76.7387
2020-07-28,2020-08-27,3380.0,call,22.0124,22.4571,22.2348
2020-07-28,2020-08-27,3540.0,call,4.2554,4.3413,4.2983
2020-07-29,2020-08-28,2935.0,call,329.4666,336.1225,332.7946
2020-07-29,2020-08-28,3095.0,call,186.106,189.8657,187.9859
2020-07-29,2020-08-28,3260.0,call,76.9251,78.4792,77.7022
2020-07-29,2020-08-28,3420.0,call,22.6863,23.1446,22.9154
2020-07-29,2020-08-28,3585.0,call,4.2592,4.3452,4.3022
2020-07-30,2020-08-29,2920.0,call,332.0476,338.7556,335.4016
2020-07-30,2020-08-29,3085.0,call,184.1099,187.8293,185.9696
2020-07-30,2020-08-29,3245.0,call,78.0212,79.5973,78.8092
2020-07-30,2020-08-29,3410.0,call,22.0395,22.4848,22.2622
2020-07-30,2020-08-29,3570.0,call,4.3195,4.4067,4.3631
2020-07-31,2020-08-30,2945.0,call,332.1065,338.8157,335.4611
2020-07-31,2020-08-30,3110.0,call,184.4453,188.1715,186.3084
2020-07-31,2020-08-30,3270.0,call,78.5647,80.1519,79.3583
2020-07-31,2020-08-30,3435.0,call,22.437,22.8903,22.6637
2020-07-31,2020-08-30,3600.0,call,4.225,4.3103,4.2676
2020-08-03,2020-09-02,2965.0,call,335.5887,342.3683,338.9785
2020-08-03,2020-09-02,3130.0,call,187.651,191.4419,189.5465
2020-08-03,2020-09-02,3295.0,call,78.3696,79.9528,79.1612
2020-08-03,2020-09-02,3460.0,call,22.5321,22.9873,22.7597
2020-08-03,2020-09-02,3625.0,call,4.2965,4.3833,4.3399
2020-08-04,2020-09-03,2975.0,call,337.4792,344.297,340.8881
2020-08-04,2020-09-03,3140.0,call,189.3848,193.2108,191.2978
2020-08-04,2020-09-03,3305.0,call,79.6045,81.2126,80.4086
2020-08-04,2020-09-03,3470.0,call,23.1121,23.579,23.3456
2020-08-04,2020-09-03,3635.0,call,4.4645,4.5547,4.5096
2020-08-05,2020-09-04,2995.0,call,338.8158,345.6606,342.2382
2020-08-05,2020-09-04,3160.0,call,190.7559,194.6096,192.6828
2020-08-05,2020-09-04,3330.0,call,78.2464,79.8271,79.0367
2020-08-05,2020-09-04,3495.0,call,22.7242,23.1833,22.9538
2020-08-05,2020-09-04,3660.0,call,4.4124,4.5015,4.4569
2020-08-06,2020-09-05,3015.0,call,340.2778,347.1521,343.7149
2020-08-06,2020-09-05,3180.0,call,192.2346,196.1181,194.1764
2020-08-06,2020-09-05,3350.0,call,79.4462,81.0512,80.2487
2020-08-06,2020-09-05,3515.0,call,23.3617,23.8337,23.5977
2020-08-06,2020-09-05,3685.0,call,4.3686,4.4569,4.4127
2020-08-07,2020-09-06,3015.0,call,342.3178,349.2333,345.7756
2020-08-07,2020-09-06,3185.0,call,189.9412,193.7784,191.8598
2020-08-07,2020-09-06,3350.0,call,80.5565,82.1839,81.3702
2020-08-07,2020-09-06,3520.0,call,22.8239,23.2849,23.0544
2020-08-07,2020-09-06,3685.0,call,4.486,4.5766,4.5313
2020-08-10,2020-09-09,3025.0,call,341.6004,348.5014,345.0509
2020-08-10,2020-09-09,3190.0,call,193.483,197.3918,195.4374
2020-08-10,2020-09-09,3360.0,call,80.3697,81.9933,81.1815
2020-08-10,2020-09-09,3530.0,call,22.818,23.279,23.0485
2020-08-10,2020-09-09,3695.0,call,4.5035,4.5945,4.549
2020-08-11,2020-09-10,3000.0,call,339.7322,346.5954,343.1638
2020-08-11,2020-09-10,3165.0,call,191.5991,195.4698,193.5345
2020-08-11,2020-09-10,3335.0,call,78.8436,80.4364,79.64
2020-08-11,2020-09-10,3500.0,call,23.0063,23.4711,23.2387
2020-08-11,2020-09-10,3665.0,call,4.4952,4.586,4.5406
2020-08-12,2020-09-11,3040.0,call,346.3902,353.388,349.8891
2020-08-12,2020-09-11,3210.0,call,193.7126,197.626,195.6693
2020-08-12,2020-09-11,3380.0,call,80.7837,82.4157,81.5997
2020-08-12,2020-09-11,3550.0,call,23.1273,23.5945,23.3609
2020-08-12,2020-09-11,3720.0,call,4.3763,4.4647,4.4205
2020-08-13,2020-09-12,3035.0,call,344.5109,351.4707,347.9908
2020-08-13,2020-09-12,3205.0,call,192.0449,195.9246,193.9848
2020-08-13,2020-09-12,3375.0,call,79.6622,81.2715,80.4668
2020-08-13,2020-09-12,3540.0,call,23.626,24.1033,23.8647
2020-08-13,2020-09-12,3710.0,call,4.4837,4.5743,4.529
2020-08-14,2020-09-13,3035.0,call,343.9526,350.9012,347.4269
